Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
391,Text,1996-01-01,The Song of Roland,en,"Scott-Moncrieff, C. K. (Charles Kenneth), 1889-1930 [Translator]","Roland (Legendary character) -- Romances; Epic poetry, French -- Translations into English",PQ,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: Classics of Literature; Category: French Literature"
392,Text,1996-01-01,Jerusalem Delivered,en,"Tasso, Torquato, 1544-1595; Fairfax, Edward, -1635 [Translator]","Godfrey, of Bouillon, approximately 1060-1100 -- Poetry; Epic poetry, Italian -- Translations into English; Crusades -- First, 1096-1099 -- Poetry; Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Poetry",PQ,Opera; Banned Books from Anne Haight's list; Category: Poetry; Category: History - Medieval/Middle Ages
393,Text,1996-01-01,The Blue Lagoon: A Romance,en,"Stacpoole, H. De Vere (Henry De Vere), 1863-1951",Islands -- Fiction; Love stories; Bildungsromans; Cousins -- Fiction; Adventure stories; Shipwrecks -- Fiction; Castaways -- Fiction,PR,Category: Romance; Category: Adventure; Category: Novels; Category: British Literature
394,Text,1996-01-01,Cranford,en,"Gaskell, Elizabeth Cleghorn, 1810-1865; Brock, C. E. (Charles Edmund), 1870-1938 [Illustrator]",England -- Fiction; Sisters -- Fiction; Pastoral fiction; Villages -- Fiction; Older women -- Fiction; Female friendship -- Fiction,PR,Category: Novels; Category: British Literature
395,Text,1996-01-01,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World; Or, The Losing and Taking Again of the Town of Mansoul",en,"Bunyan, John, 1628-1688",Soul; Christian fiction; Spiritual warfare -- Fiction,PR,"Category: Novels; Category: Mythology, Legends & Folklore; Category: British Literature; Category: Religion/Spirituality"
396,Text,1996-01-01,"The Lady, or the Tiger?",en,"Stockton, Frank R., 1834-1902",Short stories; Choice (Psychology) -- Fiction,PS,Category: Short Stories; Category: American Literature
397,Text,1996-01-01,"L'Allegro, Il Penseroso, Comus, and Lycidas",en,"Milton, John, 1608-1674",Cheerfulness -- Poetry; Melancholy -- Poetry; Didactic poetry,PR,Category: Poetry; Category: Classics of Literature; Category: British Literature
398,Text,1996-01-01,The First Book of Adam and Eve,en,"Platt, Rutherford Hayes, 1894-1975",Apocryphal books (Old Testament); Adam (Biblical figure); Eve (Biblical figure),BS,"Christianity; Category: Novels; Category: Mythology, Legends & Folklore"
399,Text,2006-01-16,Cast Upon the Breakers,en,"Alger, Horatio, Jr., 1832-1899",Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Friendship -- Juvenile fiction; Poverty -- Juvenile fiction; New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction,PZ; PS,Children's Fiction; Category: Novels; Category: American Literature
400,Text,1996-01-01,"Helen of Troy, and Other Poems",en,"Teasdale, Sara, 1884-1933","Mythology, Greek -- Poetry; Lyric poetry; Helen, of Troy, Queen of Sparta -- Poetry",PS,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: Classics of Literature; Category: American Literature"
401,Text,1996-01-01,Blix,en,"Norris, Frank, 1870-1902",Courtship -- Fiction; Rich people -- Fiction; Manners and customs -- Fiction; Man-woman relationships -- Fiction; California -- Fiction; Journalists -- Fiction; San Francisco (Calif.) -- Fiction,PS,Category: Novels; Category: American Literature
402,Text,2006-03-15,Penrod,en,"Tarkington, Booth, 1869-1946",Humorous stories; Bildungsromans; Boys -- Fiction; Middle West -- Fiction,PS,"Best Books Ever Listings; Bestsellers, American, 1895-1923; Category: Children & Young Adult Reading; Category: Humour; Category: Novels; Category: American Literature"
403,Text,1996-01-01,Soldiers of Fortune,en,"Davis, Richard Harding, 1864-1916",Love stories; Political fiction; Triangles (Interpersonal relations) -- Fiction; Adventure stories; South America -- Fiction; Revolutions -- Fiction; Soldiers of fortune -- Fiction; Mines and mineral resources -- Fiction; Americans -- South America -- Fiction; Mining engineers -- Fiction,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature"
404,Text,1996-01-01,Industrial Biography: Iron Workers and Tool Makers,en,"Smiles, Samuel, 1812-1904",Industrial arts -- Biography; Iron industry and trade -- Great Britain -- Biography,T,Category: Biographies; Category: History - Modern (1750+)
405,Text,1996-01-01,Adventures and Letters of Richard Harding Davis,en,"Davis, Richard Harding, 1864-1916; Davis, Charles Belmont, 1866-1926 [Editor]","Davis, Richard Harding, 1864-1916; Authors, American -- 19th century -- Correspondence; Authors, American -- 19th century -- Biography; Foreign correspondents -- United States -- Biography; Davis, Richard Harding, 1864-1916 -- Correspondence",PS,"Bestsellers, American, 1895-1923; Category: Biographies; Category: Essays, Letters & Speeches; Category: American Literature"
406,Text,1996-01-01,Appreciations of Richard Harding Davis,en,Various,"Authors, American -- 20th century -- Biography; Davis, Richard Harding, 1864-1916; Authors, American -- 19th century -- Biography",PS,"Category: Biographies; Category: Essays, Letters & Speeches; Category: American Literature"
407,Text,1996-01-01,The Reporter Who Made Himself King,en,"Davis, Richard Harding, 1864-1916",Short stories; Journalists -- 19th century -- Fiction,PS,Category: Humour; Category: Novels; Category: American Literature
408,Text,1996-01-01,The Souls of Black Folk,en,"Du Bois, W. E. B. (William Edward Burghardt), 1868-1963",African Americans,E151,"African American Writers; Category: Essays, Letters & Speeches; Category: History - American; Category: Sociology; Category: Politics"
409,Text,1996-01-01,"Poems on various subjects, religious and moral",en,"Wheatley, Phillis, 1753-1784",American poetry -- African American authors; American poetry,PS,African American Writers; Category: Poetry; Category: American Literature
410,Text,1996-01-01,Hell Fer Sartain and Other Stories,en,"Fox, John, Jr., 1862-1919",Short stories; Mountain life -- Fiction; Cumberland Mountains -- Fiction; Kentucky -- Social life and customs -- Fiction,PS,Category: Short Stories; Category: American Literature
411,Text,1996-01-01,The King's Jackal,en,"Davis, Richard Harding, 1864-1916",Kings and rulers -- Fiction,PS,Category: Adventure; Category: Novels
412,Text,1996-01-01,John Jacob Astor,en,"Hubbard, Elbert, 1856-1915","Astor, John Jacob, 1763-1848; Businessmen -- United States -- Biography",CT,Biographies; Category: Biographies; Category: History - American
413,Text,1996-01-01,Ballads,en,"Stevenson, Robert Louis, 1850-1894",Poetry; Ballads,PR,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: British Literature"
414,Text,1996-01-01,The Pageant of Summer,en,"Jefferies, Richard, 1848-1887",Nature study,QH,"Category: Essays, Letters & Speeches; Category: Nature/Gardening/Animals"
415,Text,1996-01-01,"The Bible in Spain
Or, the Journeys, Adventures, and Imprisonments of an Englishman, in an Attempt to Circulate the Scriptures in the Peninsula",en,"Borrow, George, 1803-1881","Spain -- Description and travel; Borrow, George, 1803-1881 -- Travel -- Spain; Spain -- History -- 19th century",DP; PR,Category: Travel Writing; Category: History - Modern (1750+); Category: Religion/Spirituality
416,Text,1996-02-01,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",en,"Anderson, Sherwood, 1876-1941",City and town life -- Fiction; Pastoral fiction; Ohio -- Social life and customs -- Fiction,PS,Category: Short Stories; Category: American Literature
417,Text,1996-02-01,"Dr. Martin Luther's Deutsche Geistliche Lieder
The Hymns of Martin Luther Set to Their Original Melodies, With an English Version",de; en,"Luther, Martin, 1483-1546; Allen, Nathan H. (Nathan Hale), 1848-1925 [Editor]; Bacon, Leonard Woolsey, 1830-1907 [Editor]","Hymns, German; Lutheran Church -- Hymns",BX,Christianity; Category: Poetry; Category: German Literature; Category: History - Early Modern (c. 1450-1750); Category: Music; Category: Religion/Spirituality
418,Text,1996-02-01,A Treatise on Good Works,en,"Luther, Martin, 1483-1546; Reu, Johann Michael, 1869-1943 [Translator]",Lutheran Church -- Doctrines; Good works (Theology),BR,Christianity; Category: History - Early Modern (c. 1450-1750); Category: Philosophy & Ethics; Category: Religion/Spirituality
419,Text,1996-02-01,The Magic of Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Islands -- Juvenile fiction; Friendship -- Juvenile fiction; Revenge -- Juvenile fiction; Birthdays -- Juvenile fiction; Rescues -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Princesses -- Juvenile fiction; Kings and rulers -- Juvenile fiction; Courage -- Juvenile fiction; Animals, Mythical -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction",PZ,Children's Literature; Fantasy; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure
420,Text,1996-02-01,Dorothy and the Wizard in Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919","Oz (Imaginary place) -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Dragons -- Juvenile fiction; Cousins -- Juvenile fiction; Mountains -- Juvenile fiction; Magic -- Juvenile fiction; Cats -- Juvenile fiction; Ranches -- Juvenile fiction; Earthquakes -- Juvenile fiction; Kittens -- Juvenile fiction; Nephews -- Juvenile fiction; Trials -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Wizard of Oz (Fictitious character) -- Juvenile fiction; Piglets -- Juvenile fiction",PZ,Children's Literature; Fantasy; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: American Literature
421,Text,2006-01-16,Kidnapped,en,"Stevenson, Robert Louis, 1850-1894",Historical fiction; Scotland -- History -- 18th century -- Fiction; Adventure and adventurers -- Fiction; Kidnapping -- Fiction,PR,Children's Literature; Adventure; Historical Fiction; Best Books Ever Listings; Movie Books; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature
422,Text,1996-02-01,The Romany Rye,en,"Borrow, George, 1803-1881",England -- Fiction; Adventure stories; Romanies -- Fiction,PR,Category: Adventure; Category: Novels; Category: British Literature
423,Text,1996-02-01,Round the Red Lamp: Being Facts and Fancies of Medical Life,en,"Doyle, Arthur Conan, 1859-1930",Physicians -- Fiction; Medical fiction,PR,Category: Short Stories; Category: British Literature; Category: Health & Medicine
424,Text,1996-02-01,"General William Booth Enters into Heaven, and Other Poems",en,"Lindsay, Vachel, 1879-1931","Booth, William, 1829-1912; American poetry; Pastoral poetry; Didactic poetry; Fantasy poetry",PS,Category: Poetry; Category: American Literature
425,Text,1996-02-01,Familiar Studies of Men and Books,en,"Stevenson, Robert Louis, 1850-1894","Literature -- History and criticism; Knox, John, approximately 1514-1572; Thoreau, Henry David, 1817-1862; Burns, Robert, 1759-1796; Whitman, Walt, 1819-1892; Hugo, Victor, 1802-1885; Villon, François, 1431-1463; Pepys, Samuel, 1633-1703; Yoshida, Shoin, 1830-1859",PN; PR,"Category: Essays, Letters & Speeches"
426,Text,1996-02-01,Tales and Fantasies,en,"Stevenson, Robert Louis, 1850-1894",Fiction,PR,Category: Short Stories; Category: Novels; Category: British Literature
427,Text,1996-02-01,The Great War Syndicate,en,"Stockton, Frank R., 1834-1902",Science fiction,PS,Category: Science-Fiction & Fantasy; Category: Novels; Category: American Literature
428,Text,1996-02-01,Frivolous Cupid,en,"Hope, Anthony, 1863-1933","Man-woman relationships -- Fiction; Short stories, English",PR,Category: Romance; Category: Humour; Category: Novels; Category: British Literature
429,Text,1996-02-01,"The Magic Egg, and Other Stories",en,"Stockton, Frank R., 1834-1902",Short stories; United States -- Social life and customs -- 19th century -- Fiction,PS,Category: Short Stories; Category: Science-Fiction & Fantasy
430,Text,2004-12-15,The Grain of Dust: A Novel,en,"Phillips, David Graham, 1867-1911; Wenzell, A. B. (Albert Beck), 1864-1917 [Illustrator]",Love stories; Man-woman relationships -- Fiction,PS,Category: Novels; Category: American Literature
431,Text,1996-02-01,The Fortune Hunter,en,"Phillips, David Graham, 1867-1911",Man-woman relationships -- Fiction; Mystery fiction,PS,Category: Romance; Category: Novels; Category: American Literature
432,Text,1996-02-01,The Ambassadors,en,"James, Henry, 1843-1916",Psychological fiction; Young men -- Fiction; Paris (France) -- Fiction; Man-woman relationships -- Fiction; Americans -- France -- Fiction,PS,Category: Novels; Category: American Literature
433,Text,1996-02-01,The Conflict,en,"Phillips, David Graham, 1867-1911",Political fiction; Man-woman relationships -- Fiction; Social classes -- United States -- Fiction; Women -- Social conditions -- Fiction,PS,Category: Novels; Category: American Literature; Category: Gender & Sexuality Studies
434,Text,1996-02-01,The Circular Staircase,en,"Rinehart, Mary Roberts, 1876-1958",Country homes -- Fiction; Murder -- Investigation -- Fiction; Mystery fiction; Middle-aged women -- Fiction,PS,"Detective Fiction; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature"
435,Text,1996-02-01,"Miracle Mongers and Their Methods
A Complete Exposé of the Modus Operandi of Fire Eaters, Heat Resisters, Poison Eaters, Venomous Reptile Defiers, Sword Swallowers, Human Ostriches, Strong Men, Etc.",en,"Houdini, Harry, 1874-1926",Magic tricks -- History; Magicians -- Biography,GV,Category: History - Other; Category: Art
436,Text,1996-02-01,"The Master Key
An Electrical Fairy Tale Founded Upon the Mysteries of Electricity",en,"Baum, L. Frank (Lyman Frank), 1856-1919",Fantasy literature; Conduct of life -- Juvenile fiction; Adventure stories; Pirates -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Thieves -- Juvenile fiction; Parent and child -- Juvenile fiction; Electricity -- Juvenile fiction; War -- Juvenile fiction; Physical sciences -- Juvenile fiction,PZ,Children's Literature; Fantasy; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: American Literature
437,Text,1996-02-01,The Life of Lazarillo of Tormes: His Fortunes and Misfortunes as Told by Himself,en,"Anonymous; Luna, Juan de, 1585?- [Contributor]; Rudder, Robert S. [Translator]","Spain -- Social conditions -- 16th century -- Fiction; Picaresque literature, Spanish; Spanish fiction -- Translations into English",PQ,Category: Novels; Category: Classics of Literature
